"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","136","31","33","27","17","7","0","122","","374"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","285","44","186","241","22","15","3","197","","986"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","567","79","590","342","43","7","3","272","","1913"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","515","91","859","586","95","11","17","258","","2432"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","302","116","514","269","69","18","20","124","","1433"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","104","23","109","50","15","3","4","33","","348"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","59","7","28","19","20","0","0","10","","142"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","98","28","5","4","3","7","3","0","","147"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","11","3","73","68","27","0","0","24","","203"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","18","0","0","8","3","0","0","6","","41"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Number","","","ABS Prisoners in Australia","no.","43","72","10","13","13","24","0","3","","179"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","156","206","60","35","23","25","0","0","","499"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","436","307","311","192","57","34","13","5","","1356"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","910","434","676","367","101","52","21","11","","2573"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","1176","686","1166","746","360","90","34","38","","4301"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","1088","904","1149","727","370","84","35","54","","4410"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","625","440","336","269","153","21","18","13","","1886"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","316","198","79","59","72","3","4","8","","735"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","478","222","29","41","36","24","16","0","","849"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","65","59","258","235","157","8","3","18","","800"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","46","0","3","11","5","0","0","3","","73"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","3510","812","3801","2867","726","169","102","1860","","13852"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","8788","5520","6424","3844","2272","580","268","241","","27942"
"SE10d.2","2023","Aggregate sentence length","18+ years old","All people","Indigenous status not stated","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","19","109","0","0","0","0","5","0","","133"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.4","2.3","0.3","0.6","1.0","3.4","0","3.2","","1.3"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.9","5.1","1.8","0.9","3.7","9.0","10.2","11.7","","4.6"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","13.0","9.9","9.1","13.9","10.3","11.2","5.1","22.5","","13.0"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","24.7","10.5","22.3","22.0","11.6","15.7","16.9","21.4","","21.7"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","25.1","27.5","36.3","38.2","28.2","18.0","35.6","23.2","","30.9"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","16.1","28.6","21.4","15.7","20.6","15.7","30.5","10.3","","17.6"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.1","6.5","4.6","3.0","5.6","0","6.8","3.5","","4.2"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.8","2.5","1.3","0.9","6.3","0","0","1.0","","1.7"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Proportion","","","Derived from ABS Prisoners in Australia","%","4.8","6.2","0.3","0.2","1.0","6.7","5.1","0","","1.8"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.5","0.8","3.2","3.8","12.3","0","0","1.8","","2.5"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.7","0","0","0.5","1.0","0","0","0.8","","0.5"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.1","2.1","0.2","0.7","1.2","6.0","2.4","0","","1.1"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.7","4.5","2.3","0.9","3.9","6.3","4.8","0","","2.8"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","7.5","6.8","7.3","7.2","3.5","16.6","3.6","7.2","","7.1"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","15.5","9.0","15.9","13.0","9.1","15.7","15.8","8.5","","13.4"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","23.2","21.7","28.7","30.4","25.0","20.5","23.6","26.1","","25.4"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","21.9","29.4","27.8","26.8","24.5","19.9","27.3","30.7","","25.7"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","11.6","13.1","8.1","9.2","11.7","5.7","10.9","7.2","","10.6"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.8","5.3","1.8","1.9","5.1","1.5","3.0","2.0","","4.0"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Proportion","","","Derived from ABS Prisoners in Australia","%","8.6","6.5","0.9","0.8","2.9","6.9","5.5","0","","4.7"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.3","1.7","6.5","8.3","12.4","2.4","1.8","11.8","","4.6"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.9","0.1","0.1","0.5","1.0","0","0","3.3","","0.5"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Number","","","ABS Prisoners in Australia","no.","31","8","6","10","3","3","0","35","","106"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","127","18","39","14","11","8","6","127","","360"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","278","35","201","224","31","10","3","245","","1021"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","529","37","494","356","35","14","10","233","","1707"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","537","97","804","618","85","16","21","253","","2432"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","344","101","475","254","62","14","18","112","","1383"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","109","23","101","49","17","0","4","38","","333"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","59","9","28","14","19","0","0","11","","133"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","102","22","7","3","3","6","3","0","","140"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","11","3","71","62","37","0","0","20","","200"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","15","0","0","8","3","0","0","9","","42"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Number","","","ABS Prisoners in Australia","no.","61","70","8","19","16","20","4","0","","199"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","150","152","92","25","53","21","8","0","","499"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","417","228","288","197","48","55","6","11","","1248"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","865","303","628","359","124","52","26","13","","2373"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","1297","734","1135","837","341","68","39","40","","4493"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","1222","993","1096","739","334","66","45","47","","4549"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","647","441","319","254","159","19","18","11","","1877"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","326","180","72","53","69","5","5","3","","711"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","479","220","37","23","39","23","9","0","","833"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","71","58","255","230","169","8","3","18","","811"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","50","3","3","15","13","0","0","5","","86"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","3606","695","3410","2521","743","143","96","1683","","12902"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","8754","5703","5962","3755","2251","489","280","247","","27446"
"SE10d.2","2022","Aggregate sentence length","18+ years old","All people","Indigenous status not stated","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","13","166","0","0","61","0","3","0","","244"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.7","3.4","0.3","0.9","1.6","3.4","0","4.3","","1.5"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.8","6.7","1.5","1.0","6.3","15.9","8.1","14.6","","4.7"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","12.7","8.8","8.0","14.4","6.0","10.2","11.3","22.8","","12.5"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","26.0","13.5","22.4","22.3","13.3","10.2","16.1","19.0","","22.1"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","25.8","27.7","40.0","39.2","30.1","34.1","35.5","21.1","","32.5"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","15.9","28.2","20.4","14.8","21.8","9.1","17.7","10.7","","17.1"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","4.3","5.4","4.1","2.4","4.7","3.4","0","3.5","","3.7"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.3","2.3","1.1","0.7","5.1","0","4.8","0.9","","1.6"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Proportion","","","Derived from ABS Prisoners in Australia","%","4.3","5.2","0.1","0","0.9","4.5","0","0","","1.5"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.5","0","2.8","3.2","10.1","0","0","2.1","","2.2"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.8","0","0","0.8","0","0","0","0.8","","0.5"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.2","1.5","0.4","0.7","1.5","6.5","1.6","0","","1.1"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.9","4.3","1.4","1.0","3.3","9.0","7.9","3.9","","2.8"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","8.0","7.1","6.1","9.0","4.0","10.7","8.9","4.5","","7.3"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","16.1","10.6","15.6","13.6","10.2","15.0","20.0","7.8","","14.1"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","23.1","22.3","32.6","30.5","26.2","20.3","19.5","34.4","","26.6"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","22.5","29.8","28.3","25.4","24.2","19.2","19.5","31.8","","25.8"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","11.1","11.3","7.4","8.5","11.2","3.7","8.4","6.5","","9.8"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.3","4.9","1.6","1.6","5.2","2.3","2.1","1.9","","3.7"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Proportion","","","Derived from ABS Prisoners in Australia","%","7.8","6.3","0.8","0.8","2.2","8.2","5.8","0","","4.4"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.1","1.6","5.5","8.2","11.7","3.4","1.6","9.7","","4.2"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.7","0.1","0.1","0.5","0","0","0","1.9","","0.4"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Number","","","ABS Prisoners in Australia","no.","39","13","8","15","5","3","0","43","","122"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","133","26","35","17","20","14","5","147","","391"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","292","34","190","251","19","9","7","229","","1035"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","597","52","534","388","42","9","10","191","","1828"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","593","107","951","683","95","30","22","212","","2689"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","366","109","485","257","69","8","11","108","","1411"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","98","21","98","41","15","3","0","35","","310"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","53","9","27","13","16","0","3","9","","133"
